user_id,subscription_status,change_date,cancellation_reason
171147,active,2024-02-01 00:52:00,
196851,cancelled,2024-02-01 00:53:00,price
166487,active,2024-02-01 00:54:00,content
88036,cancelled,2024-02-01 00:55:00,other
154259,cancelled,2024-02-01 00:56:00,other
97552,cancelled,2024-02-01 00:57:00,content
50680,active,2024-02-01 00:58:00,content
23944,active,2024-02-01 00:59:00,other
159966,active,2024-02-01 01:00:00,content
69882,active,2024-02-01 01:01:00,content
64960,renewed,2024-02-01 01:02:00,
102864,renewed,2024-02-01 01:03:00,
186156,active,2024-02-01 01:04:00,price
110088,cancelled,2024-02-01 01:05:00,price
15817,cancelled,2024-02-01 01:06:00,
19645,renewed,2024-02-01 01:07:00,
199596,cancelled,2024-02-01 01:08:00,price
108705,active,2024-02-01 01:09:00,content
13767,active,2024-02-01 01:10:00,price
110587,renewed,2024-02-01 01:11:00,price
195465,cancelled,2024-02-01 01:12:00,price
150533,renewed,2024-02-01 01:13:00,other
82130,active,2024-02-01 01:14:00,other
129259,renewed,2024-02-01 01:15:00,other
149059,active,2024-02-01 01:16:00,other
18231,cancelled,2024-02-01 01:17:00,content
187352,active,2024-02-01 01:18:00,content
109970,renewed,2024-02-01 01:19:00,content
42588,renewed,2024-02-01 01:20:00,content
100678,active,2024-02-01 01:21:00,other
184766,active,2024-02-01 01:22:00,
164717,active,2024-02-01 01:23:00,other
28793,renewed,2024-02-01 01:24:00,other
21193,cancelled,2024-02-01 01:25:00,other
64260,active,2024-02-01 01:26:00,price
50688,active,2024-02-01 01:27:00,price
191185,active,2024-02-01 01:28:00,other
60139,active,2024-02-01 01:29:00,content
143018,renewed,2024-02-01 01:30:00,price
139760,active,2024-02-01 01:31:00,other
198418,active,2024-02-01 01:32:00,price
178614,cancelled,2024-02-01 01:33:00,price
22590,active,2024-02-01 01:34:00,
84819,active,2024-02-01 01:35:00,price
157759,cancelled,2024-02-01 01:36:00,content
113443,active,2024-02-01 01:37:00,content
58253,active,2024-02-01 01:38:00,content
127727,cancelled,2024-02-01 01:39:00,
69685,active,2024-02-01 01:40:00,price
74346,active,2024-02-01 01:41:00,other
171537,active,2024-02-01 01:42:00,price
170572,renewed,2024-02-01 01:43:00,price
100380,cancelled,2024-02-01 01:44:00,content
195036,renewed,2024-02-01 01:45:00,price
99242,cancelled,2024-02-01 01:46:00,
84439,renewed,2024-02-01 01:47:00,price
129754,active,2024-02-01 01:48:00,price
116022,cancelled,2024-02-01 01:49:00,other
172176,renewed,2024-02-01 01:50:00,price
91553,active,2024-02-01 01:51:00,other
152892,active,2024-02-01 01:52:00,content
168999,cancelled,2024-02-01 01:53:00,
115507,renewed,2024-02-01 01:54:00,other
96068,active,2024-02-01 01:55:00,content
105037,cancelled,2024-02-01 01:56:00,
154715,active,2024-02-01 01:57:00,content
176123,cancelled,2024-02-01 01:58:00,
23026,active,2024-02-01 01:59:00,price
117566,active,2024-02-01 02:00:00,price
72450,active,2024-02-01 02:01:00,
70730,active,2024-02-01 02:02:00,content
135456,active,2024-02-01 02:03:00,other
74403,cancelled,2024-02-01 02:04:00,other
66436,cancelled,2024-02-01 02:05:00,content
124113,cancelled,2024-02-01 02:06:00,price
11524,cancelled,2024-02-01 02:07:00,price
17261,renewed,2024-02-01 02:08:00,price
147513,active,2024-02-01 02:09:00,
69909,cancelled,2024-02-01 02:10:00,price
13151,active,2024-02-01 02:11:00,other
72451,cancelled,2024-02-01 02:12:00,
114667,cancelled,2024-02-01 02:13:00,price
134978,active,2024-02-01 02:14:00,content
179710,active,2024-02-01 02:15:00,content
167635,cancelled,2024-02-01 02:16:00,price
66867,renewed,2024-02-01 02:17:00,content
114145,active,2024-02-01 02:18:00,
80712,renewed,2024-02-01 02:19:00,other
100295,active,2024-02-01 02:20:00,other
35666,active,2024-02-01 02:21:00,content
39945,active,2024-02-01 02:22:00,content
17552,active,2024-02-01 02:23:00,
20732,cancelled,2024-02-01 02:24:00,content
110810,cancelled,2024-02-01 02:25:00,content
191425,active,2024-02-01 02:26:00,
172185,cancelled,2024-02-01 02:27:00,price
14034,active,2024-02-01 02:28:00,other
12940,active,2024-02-01 02:29:00,
193372,cancelled,2024-02-01 02:30:00,price
58526,cancelled,2024-02-01 02:31:00,content
106268,cancelled,2024-02-01 02:32:00,other
175002,renewed,2024-02-01 02:33:00,price
159632,active,2024-02-01 02:34:00,content
77261,cancelled,2024-02-01 02:35:00,
43480,active,2024-02-01 02:36:00,content
178939,renewed,2024-02-01 02:37:00,other
78785,active,2024-02-01 02:38:00,content
80837,cancelled,2024-02-01 02:39:00,price
153501,renewed,2024-02-01 02:40:00,price
157889,active,2024-02-01 02:41:00,other
52919,renewed,2024-02-01 02:42:00,
111578,cancelled,2024-02-01 02:43:00,content
49137,cancelled,2024-02-01 02:44:00,price
111567,active,2024-02-01 02:45:00,content
73808,active,2024-02-01 02:46:00,price
167814,active,2024-02-01 02:47:00,price
151603,active,2024-02-01 02:48:00,content
135573,active,2024-02-01 02:49:00,
116139,active,2024-02-01 02:50:00,other
118268,cancelled,2024-02-01 02:51:00,
114991,renewed,2024-02-01 02:52:00,content
26010,active,2024-02-01 02:53:00,other
127331,renewed,2024-02-01 02:54:00,price
165536,active,2024-02-01 02:55:00,other
138035,renewed,2024-02-01 02:56:00,price
38913,cancelled,2024-02-01 02:57:00,price
12217,renewed,2024-02-01 02:58:00,
70874,active,2024-02-01 02:59:00,price
161678,cancelled,2024-02-01 03:00:00,content
15484,cancelled,2024-02-01 03:01:00,price
132406,renewed,2024-02-01 03:02:00,price
107172,cancelled,2024-02-01 03:03:00,content
158586,cancelled,2024-02-01 03:04:00,price
147826,cancelled,2024-02-01 03:05:00,other
132183,active,2024-02-01 03:06:00,other
17297,active,2024-02-01 03:07:00,
22182,active,2024-02-01 03:08:00,price
74976,renewed,2024-02-01 03:09:00,content
150638,active,2024-02-01 03:10:00,
170926,cancelled,2024-02-01 03:11:00,
135714,active,2024-02-01 03:12:00,other
46904,active,2024-02-01 03:13:00,other
172825,cancelled,2024-02-01 03:14:00,other
26947,cancelled,2024-02-01 03:15:00,other
107547,active,2024-02-01 03:16:00,content
125790,renewed,2024-02-01 03:17:00,content
65145,active,2024-02-01 03:18:00,price
156568,active,2024-02-01 03:19:00,
134357,cancelled,2024-02-01 03:20:00,content
28235,cancelled,2024-02-01 03:21:00,content
88975,active,2024-02-01 03:22:00,price
133272,cancelled,2024-02-01 03:23:00,price
159573,active,2024-02-01 03:24:00,content
63725,renewed,2024-02-01 03:25:00,price
105675,renewed,2024-02-01 03:26:00,
43685,cancelled,2024-02-01 03:27:00,price
135633,active,2024-02-01 03:28:00,other
153987,cancelled,2024-02-01 03:29:00,content
143465,active,2024-02-01 03:30:00,content
160356,renewed,2024-02-01 03:31:00,price
94898,cancelled,2024-02-01 03:32:00,price
54588,cancelled,2024-02-01 03:33:00,content
151069,cancelled,2024-02-01 03:34:00,other
186735,cancelled,2024-02-01 03:35:00,content
184232,active,2024-02-01 03:36:00,content
100823,active,2024-02-01 03:37:00,content
13687,active,2024-02-01 03:38:00,
25667,renewed,2024-02-01 03:39:00,content
65793,cancelled,2024-02-01 03:40:00,
26069,cancelled,2024-02-01 03:41:00,content
110106,active,2024-02-01 03:42:00,other
55042,active,2024-02-01 03:43:00,
32562,cancelled,2024-02-01 03:44:00,price
166419,active,2024-02-01 03:45:00,price
179719,cancelled,2024-02-01 03:46:00,content
144347,active,2024-02-01 03:47:00,
189638,renewed,2024-02-01 03:48:00,price
63849,active,2024-02-01 03:49:00,
60880,active,2024-02-01 03:50:00,
191079,active,2024-02-01 03:51:00,other
186449,active,2024-02-01 03:52:00,price
149190,active,2024-02-01 03:53:00,
79756,active,2024-02-01 03:54:00,price
168921,cancelled,2024-02-01 03:55:00,price
160446,active,2024-02-01 03:56:00,content
92824,renewed,2024-02-01 03:57:00,price
130346,active,2024-02-01 03:58:00,price
20288,active,2024-02-01 03:59:00,
94488,active,2024-02-01 04:00:00,
120850,renewed,2024-02-01 04:01:00,other
18800,renewed,2024-02-01 04:02:00,
64671,active,2024-02-01 04:03:00,content
71539,active,2024-02-01 04:04:00,other
197301,active,2024-02-01 04:05:00,price
109393,active,2024-02-01 04:06:00,
123400,cancelled,2024-02-01 04:07:00,content
36466,active,2024-02-01 04:08:00,other
60982,cancelled,2024-02-01 04:09:00,
160485,cancelled,2024-02-01 04:10:00,price
47661,active,2024-02-01 04:11:00,other
125751,cancelled,2024-02-01 04:12:00,price
18632,active,2024-02-01 04:13:00,content
60924,active,2024-02-01 04:14:00,price
84227,renewed,2024-02-01 04:15:00,content
186517,cancelled,2024-02-01 04:16:00,content
161925,cancelled,2024-02-01 04:17:00,price
106908,cancelled,2024-02-01 04:18:00,content
123377,active,2024-02-01 04:19:00,other
160768,cancelled,2024-02-01 04:20:00,content
91791,active,2024-02-01 04:21:00,other
25543,renewed,2024-02-01 04:22:00,price
178158,active,2024-02-01 04:23:00,price
92165,active,2024-02-01 04:24:00,price
151583,renewed,2024-02-01 04:25:00,content
167716,renewed,2024-02-01 04:26:00,price
104633,active,2024-02-01 04:27:00,other
193478,cancelled,2024-02-01 04:28:00,content
170134,active,2024-02-01 04:29:00,content
100807,cancelled,2024-02-01 04:30:00,content
189624,renewed,2024-02-01 04:31:00,content
185400,cancelled,2024-02-01 04:32:00,content
79832,renewed,2024-02-01 04:33:00,price
91467,active,2024-02-01 04:34:00,
75641,active,2024-02-01 04:35:00,
183037,cancelled,2024-02-01 04:36:00,other
56575,active,2024-02-01 04:37:00,price
127655,active,2024-02-01 04:38:00,other
109091,active,2024-02-01 04:39:00,price
197561,cancelled,2024-02-01 04:40:00,
124900,renewed,2024-02-01 04:41:00,price
172327,cancelled,2024-02-01 04:42:00,price
100805,cancelled,2024-02-01 04:43:00,content
167698,cancelled,2024-02-01 04:44:00,price
174430,active,2024-02-01 04:45:00,content
109485,active,2024-02-01 04:46:00,content
22523,cancelled,2024-02-01 04:47:00,content
140115,active,2024-02-01 04:48:00,price
109514,active,2024-02-01 04:49:00,content
163335,active,2024-02-01 04:50:00,price
19225,cancelled,2024-02-01 04:51:00,other
186461,active,2024-02-01 04:52:00,
190090,cancelled,2024-02-01 04:53:00,other
115107,active,2024-02-01 04:54:00,other
131919,active,2024-02-01 04:55:00,other
173138,active,2024-02-01 04:56:00,other
35481,renewed,2024-02-01 04:57:00,
50373,active,2024-02-01 04:58:00,content
34350,cancelled,2024-02-01 04:59:00,content
128136,active,2024-02-01 05:00:00,
118189,renewed,2024-02-01 05:01:00,price
176389,renewed,2024-02-01 05:02:00,other
174878,active,2024-02-01 05:03:00,
102440,cancelled,2024-02-01 05:04:00,content
55693,active,2024-02-01 05:05:00,content
172223,cancelled,2024-02-01 05:06:00,
78080,renewed,2024-02-01 05:07:00,content
115249,renewed,2024-02-01 05:08:00,price
31143,active,2024-02-01 05:09:00,other
190421,renewed,2024-02-01 05:10:00,price
102392,cancelled,2024-02-01 05:11:00,content
109565,active,2024-02-01 05:12:00,other
115988,active,2024-02-01 05:13:00,
109664,cancelled,2024-02-01 05:14:00,price
39402,cancelled,2024-02-01 05:15:00,
71990,cancelled,2024-02-01 05:16:00,other
195671,cancelled,2024-02-01 05:17:00,price
151257,active,2024-02-01 05:18:00,
178025,cancelled,2024-02-01 05:19:00,content
76079,cancelled,2024-02-01 05:20:00,content
171343,active,2024-02-01 05:21:00,content
142969,active,2024-02-01 05:22:00,other
191556,cancelled,2024-02-01 05:23:00,price
33160,active,2024-02-01 05:24:00,content
128532,active,2024-02-01 05:25:00,
13622,cancelled,2024-02-01 05:26:00,content
43957,cancelled,2024-02-01 05:27:00,other
71553,active,2024-02-01 05:28:00,price
130408,cancelled,2024-02-01 05:29:00,other
61067,cancelled,2024-02-01 05:30:00,price
32685,renewed,2024-02-01 05:31:00,price
171249,renewed,2024-02-01 05:32:00,price
32422,renewed,2024-02-01 05:33:00,price
80925,renewed,2024-02-01 05:34:00,
33419,cancelled,2024-02-01 05:35:00,price
91603,cancelled,2024-02-01 05:36:00,content
76373,renewed,2024-02-01 05:37:00,price
162493,active,2024-02-01 05:38:00,other
165116,active,2024-02-01 05:39:00,other
23291,cancelled,2024-02-01 05:40:00,content
15195,active,2024-02-01 05:41:00,price
17438,active,2024-02-01 05:42:00,content
122296,cancelled,2024-02-01 05:43:00,price
181022,active,2024-02-01 05:44:00,price
116368,active,2024-02-01 05:45:00,price
50017,cancelled,2024-02-01 05:46:00,content
123631,renewed,2024-02-01 05:47:00,content
152303,cancelled,2024-02-01 05:48:00,
19955,renewed,2024-02-01 05:49:00,price
164928,cancelled,2024-02-01 05:50:00,content
151050,renewed,2024-02-01 05:51:00,other
60916,cancelled,2024-02-01 05:52:00,other
38156,renewed,2024-02-01 05:53:00,price
93758,renewed,2024-02-01 05:54:00,other
43573,active,2024-02-01 05:55:00,price
174999,cancelled,2024-02-01 05:56:00,price
99467,active,2024-02-01 05:57:00,content
122023,active,2024-02-01 05:58:00,content
83452,renewed,2024-02-01 05:59:00,price
130895,cancelled,2024-02-01 06:00:00,other
54046,active,2024-02-01 06:01:00,
29372,renewed,2024-02-01 06:02:00,other
15456,active,2024-02-01 06:03:00,
78013,renewed,2024-02-01 06:04:00,price
15885,renewed,2024-02-01 06:05:00,
136085,active,2024-02-01 06:06:00,other
105904,active,2024-02-01 06:07:00,content
118235,active,2024-02-01 06:08:00,content
149563,active,2024-02-01 06:09:00,other
94612,active,2024-02-01 06:10:00,other
151586,renewed,2024-02-01 06:11:00,other
191031,active,2024-02-01 06:12:00,price
156004,renewed,2024-02-01 06:13:00,price
114199,active,2024-02-01 06:14:00,price
104595,active,2024-02-01 06:15:00,content
19606,renewed,2024-02-01 06:16:00,content
188901,active,2024-02-01 06:17:00,content
48526,cancelled,2024-02-01 06:18:00,content
178078,cancelled,2024-02-01 06:19:00,content
110326,active,2024-02-01 06:20:00,
60807,cancelled,2024-02-01 06:21:00,other
14913,cancelled,2024-02-01 06:22:00,price
19960,renewed,2024-02-01 06:23:00,price
117078,active,2024-02-01 06:24:00,price
179617,renewed,2024-02-01 06:25:00,
195167,active,2024-02-01 06:26:00,other
31281,cancelled,2024-02-01 06:27:00,other
94855,active,2024-02-01 06:28:00,content
96086,cancelled,2024-02-01 06:29:00,other
108363,active,2024-02-01 06:30:00,content
80601,active,2024-02-01 06:31:00,content
49951,cancelled,2024-02-01 06:32:00,content
96503,renewed,2024-02-01 06:33:00,
68580,active,2024-02-01 06:34:00,other
170495,active,2024-02-01 06:35:00,price
96105,active,2024-02-01 06:36:00,
68982,active,2024-02-01 06:37:00,content
177233,active,2024-02-01 06:38:00,other
187333,cancelled,2024-02-01 06:39:00,price
178666,renewed,2024-02-01 06:40:00,price
107970,active,2024-02-01 06:41:00,other
59655,renewed,2024-02-01 06:42:00,other
16626,active,2024-02-01 06:43:00,
43439,active,2024-02-01 06:44:00,content
140654,cancelled,2024-02-01 06:45:00,price
160675,active,2024-02-01 06:46:00,content
122735,active,2024-02-01 06:47:00,price
134234,cancelled,2024-02-01 06:48:00,
123538,active,2024-02-01 06:49:00,price
145578,renewed,2024-02-01 06:50:00,price
134007,cancelled,2024-02-01 06:51:00,price
140792,active,2024-02-01 06:52:00,
162024,renewed,2024-02-01 06:53:00,other
42006,active,2024-02-01 06:54:00,
188124,active,2024-02-01 06:55:00,price
28907,renewed,2024-02-01 06:56:00,price
193382,active,2024-02-01 06:57:00,price
112241,active,2024-02-01 06:58:00,price
36481,active,2024-02-01 06:59:00,price
176723,active,2024-02-01 07:00:00,
113064,renewed,2024-02-01 07:01:00,price
118007,cancelled,2024-02-01 07:02:00,price
106458,renewed,2024-02-01 07:03:00,
21182,cancelled,2024-02-01 07:04:00,
146286,active,2024-02-01 07:05:00,content
110180,active,2024-02-01 07:06:00,
12748,cancelled,2024-02-01 07:07:00,
28354,active,2024-02-01 07:08:00,
176044,cancelled,2024-02-01 07:09:00,content
59892,cancelled,2024-02-01 07:10:00,other
131199,active,2024-02-01 07:11:00,content
192596,renewed,2024-02-01 07:12:00,content
184674,active,2024-02-01 07:13:00,
155380,active,2024-02-01 07:14:00,content
86986,active,2024-02-01 07:15:00,content
109143,cancelled,2024-02-01 07:16:00,content
129664,cancelled,2024-02-01 07:17:00,
194488,renewed,2024-02-01 07:18:00,content
129644,active,2024-02-01 07:19:00,content
14257,cancelled,2024-02-01 07:20:00,price
37880,cancelled,2024-02-01 07:21:00,
130645,active,2024-02-01 07:22:00,price
42174,active,2024-02-01 07:23:00,content
165538,cancelled,2024-02-01 07:24:00,other
129569,active,2024-02-01 07:25:00,content
163578,active,2024-02-01 07:26:00,content
50854,active,2024-02-01 07:27:00,price
44684,renewed,2024-02-01 07:28:00,content
185063,cancelled,2024-02-01 07:29:00,content
117335,active,2024-02-01 07:30:00,price
149506,active,2024-02-01 07:31:00,content
19104,active,2024-02-01 07:32:00,content
188071,cancelled,2024-02-01 07:33:00,
116733,cancelled,2024-02-01 07:34:00,
153535,cancelled,2024-02-01 07:35:00,
138342,cancelled,2024-02-01 07:36:00,
20498,active,2024-02-01 07:37:00,price
66370,active,2024-02-01 07:38:00,price
115761,cancelled,2024-02-01 07:39:00,
185779,renewed,2024-02-01 07:40:00,price
88577,active,2024-02-01 07:41:00,price
171399,renewed,2024-02-01 07:42:00,content
104909,active,2024-02-01 07:43:00,price
81203,active,2024-02-01 07:44:00,
121961,cancelled,2024-02-01 07:45:00,content
47037,active,2024-02-01 07:46:00,price
151195,active,2024-02-01 07:47:00,price
84439,active,2024-02-01 07:48:00,price
41677,active,2024-02-01 07:49:00,content
181019,active,2024-02-01 07:50:00,content
139019,renewed,2024-02-01 07:51:00,price
80842,cancelled,2024-02-01 07:52:00,content
62355,active,2024-02-01 07:53:00,content
66913,renewed,2024-02-01 07:54:00,price
140695,active,2024-02-01 07:55:00,other
35614,cancelled,2024-02-01 07:56:00,price
57635,cancelled,2024-02-01 07:57:00,content
134201,renewed,2024-02-01 07:58:00,
168076,renewed,2024-02-01 07:59:00,other
124774,cancelled,2024-02-01 08:00:00,content
104914,renewed,2024-02-01 08:01:00,price
163123,active,2024-02-01 08:02:00,other
13017,cancelled,2024-02-01 08:03:00,price
79065,active,2024-02-01 08:04:00,
128227,active,2024-02-01 08:05:00,
20645,active,2024-02-01 08:06:00,other
42792,renewed,2024-02-01 08:07:00,content
160285,renewed,2024-02-01 08:08:00,
196882,cancelled,2024-02-01 08:09:00,price
37794,cancelled,2024-02-01 08:10:00,price
197258,cancelled,2024-02-01 08:11:00,content
184387,cancelled,2024-02-01 08:12:00,other
64334,active,2024-02-01 08:13:00,
11970,cancelled,2024-02-01 08:14:00,
71135,active,2024-02-01 08:15:00,content
97196,cancelled,2024-02-01 08:16:00,
169135,cancelled,2024-02-01 08:17:00,
106103,renewed,2024-02-01 08:18:00,content
140294,active,2024-02-01 08:19:00,
135900,renewed,2024-02-01 08:20:00,content
77681,cancelled,2024-02-01 08:21:00,
195710,cancelled,2024-02-01 08:22:00,price
14769,active,2024-02-01 08:23:00,other
136024,active,2024-02-01 08:24:00,other
125740,cancelled,2024-02-01 08:25:00,
91226,renewed,2024-02-01 08:26:00,
13999,active,2024-02-01 08:27:00,price
176525,active,2024-02-01 08:28:00,
179657,active,2024-02-01 08:29:00,other
151016,renewed,2024-02-01 08:30:00,
177922,cancelled,2024-02-01 08:31:00,price
72025,cancelled,2024-02-01 08:32:00,
132706,active,2024-02-01 08:33:00,
68819,active,2024-02-01 08:34:00,content
151158,active,2024-02-01 08:35:00,content
12222,active,2024-02-01 08:36:00,content
160629,active,2024-02-01 08:37:00,price
126177,renewed,2024-02-01 08:38:00,other
174744,active,2024-02-01 08:39:00,other
165000,active,2024-02-01 08:40:00,content
196220,active,2024-02-01 08:41:00,
144025,active,2024-02-01 08:42:00,price
116527,active,2024-02-01 08:43:00,content
158379,cancelled,2024-02-01 08:44:00,content
38962,active,2024-02-01 08:45:00,price
148956,active,2024-02-01 08:46:00,content
83197,renewed,2024-02-01 08:47:00,content
58508,active,2024-02-01 08:48:00,
29949,renewed,2024-02-01 08:49:00,price
85370,cancelled,2024-02-01 08:50:00,price
91023,renewed,2024-02-01 08:51:00,price
172027,cancelled,2024-02-01 08:52:00,other
131125,active,2024-02-01 08:53:00,price
198993,active,2024-02-01 08:54:00,
48135,active,2024-02-01 08:55:00,other
155161,renewed,2024-02-01 08:56:00,price
126613,active,2024-02-01 08:57:00,other
26556,cancelled,2024-02-01 08:58:00,price
90583,active,2024-02-01 08:59:00,content
129923,active,2024-02-01 09:00:00,
170106,cancelled,2024-02-01 09:01:00,price
152686,active,2024-02-01 09:02:00,price
23731,cancelled,2024-02-01 09:03:00,other
143167,renewed,2024-02-01 09:04:00,content
173728,renewed,2024-02-01 09:05:00,content
24873,renewed,2024-02-01 09:06:00,price
99938,active,2024-02-01 09:07:00,price
130629,renewed,2024-02-01 09:08:00,content
183287,active,2024-02-01 09:09:00,content
152879,active,2024-02-01 09:10:00,
42790,cancelled,2024-02-01 09:11:00,price
196925,active,2024-02-01 09:12:00,content
156493,renewed,2024-02-01 09:13:00,
58917,active,2024-02-01 09:14:00,
86376,renewed,2024-02-01 09:15:00,price
56024,renewed,2024-02-01 09:16:00,price
110230,active,2024-02-01 09:17:00,price
30153,active,2024-02-01 09:18:00,price
57311,active,2024-02-01 09:19:00,
58968,cancelled,2024-02-01 09:20:00,content
147260,cancelled,2024-02-01 09:21:00,
172407,active,2024-02-01 09:22:00,content
181042,renewed,2024-02-01 09:23:00,content
66958,active,2024-02-01 09:24:00,content
189380,active,2024-02-01 09:25:00,price
115013,cancelled,2024-02-01 09:26:00,content
158247,cancelled,2024-02-01 09:27:00,other
142525,cancelled,2024-02-01 09:28:00,
98148,active,2024-02-01 09:29:00,
163744,active,2024-02-01 09:30:00,content
93701,active,2024-02-01 09:31:00,other
137102,active,2024-02-01 09:32:00,
119262,active,2024-02-01 09:33:00,other
22061,cancelled,2024-02-01 09:34:00,
75810,cancelled,2024-02-01 09:35:00,
23160,cancelled,2024-02-01 09:36:00,other
151685,active,2024-02-01 09:37:00,
118148,cancelled,2024-02-01 09:38:00,price
84717,active,2024-02-01 09:39:00,price
135225,renewed,2024-02-01 09:40:00,price
85479,cancelled,2024-02-01 09:41:00,other
70416,active,2024-02-01 09:42:00,
188658,cancelled,2024-02-01 09:43:00,price
101883,cancelled,2024-02-01 09:44:00,other
50402,active,2024-02-01 09:45:00,
22740,active,2024-02-01 09:46:00,price
15543,active,2024-02-01 09:47:00,price
38892,active,2024-02-01 09:48:00,price
23979,active,2024-02-01 09:49:00,other
70359,active,2024-02-01 09:50:00,content
25381,active,2024-02-01 09:51:00,content
79021,cancelled,2024-02-01 09:52:00,
16221,renewed,2024-02-01 09:53:00,other
102355,renewed,2024-02-01 09:54:00,price
67457,active,2024-02-01 09:55:00,
111797,active,2024-02-01 09:56:00,content
120164,renewed,2024-02-01 09:57:00,other
39604,active,2024-02-01 09:58:00,price
192450,active,2024-02-01 09:59:00,
84698,renewed,2024-02-01 10:00:00,other
119045,cancelled,2024-02-01 10:01:00,price
62847,cancelled,2024-02-01 10:02:00,content
173734,active,2024-02-01 10:03:00,other
124718,renewed,2024-02-01 10:04:00,price
118426,active,2024-02-01 10:05:00,content
172259,cancelled,2024-02-01 10:06:00,price
57329,cancelled,2024-02-01 10:07:00,other
155001,active,2024-02-01 10:08:00,content
155039,active,2024-02-01 10:09:00,
141009,active,2024-02-01 10:10:00,price
24159,cancelled,2024-02-01 10:11:00,
43296,active,2024-02-01 10:12:00,content
108369,active,2024-02-01 10:13:00,price
51076,renewed,2024-02-01 10:14:00,price
47066,active,2024-02-01 10:15:00,price
46625,active,2024-02-01 10:16:00,content
126435,renewed,2024-02-01 10:17:00,other
168484,active,2024-02-01 10:18:00,content
41930,active,2024-02-01 10:19:00,
108770,cancelled,2024-02-01 10:20:00,price
161260,renewed,2024-02-01 10:21:00,other
37813,cancelled,2024-02-01 10:22:00,other
23804,renewed,2024-02-01 10:23:00,content
130332,active,2024-02-01 10:24:00,content
176440,active,2024-02-01 10:25:00,
191505,cancelled,2024-02-01 10:26:00,price
149226,cancelled,2024-02-01 10:27:00,price
53614,active,2024-02-01 10:28:00,
61074,active,2024-02-01 10:29:00,content
175227,cancelled,2024-02-01 10:30:00,price
49604,cancelled,2024-02-01 10:31:00,price
93758,renewed,2024-02-01 10:32:00,content
187689,active,2024-02-01 10:33:00,
68583,active,2024-02-01 10:34:00,price
68482,active,2024-02-01 10:35:00,price
52295,active,2024-02-01 10:36:00,other
105930,cancelled,2024-02-01 10:37:00,content
44620,active,2024-02-01 10:38:00,other
90918,active,2024-02-01 10:39:00,content
72116,cancelled,2024-02-01 10:40:00,content
14845,renewed,2024-02-01 10:41:00,other
102193,active,2024-02-01 10:42:00,
81538,active,2024-02-01 10:43:00,content
152072,active,2024-02-01 10:44:00,price
134499,active,2024-02-01 10:45:00,price
13012,active,2024-02-01 10:46:00,other
70734,renewed,2024-02-01 10:47:00,other
28602,cancelled,2024-02-01 10:48:00,content
144946,cancelled,2024-02-01 10:49:00,
58729,cancelled,2024-02-01 10:50:00,content
187120,active,2024-02-01 10:51:00,price
66062,renewed,2024-02-01 10:52:00,content
196811,cancelled,2024-02-01 10:53:00,content
100498,cancelled,2024-02-01 10:54:00,other
58063,active,2024-02-01 10:55:00,content
99733,active,2024-02-01 10:56:00,
180176,active,2024-02-01 10:57:00,content
92010,cancelled,2024-02-01 10:58:00,content
54491,active,2024-02-01 10:59:00,
